,credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
278,0,debt_consolidation,0.1411,246.45,10.4341158,19.91,702,1800,4009,27.3,7,0,0,0
279,1,debt_consolidation,0.0859,316.11,11.91839057,15.75,757,4830.041667,42160,59.4,1,0,0,1
280,0,small_business,0.2121,94.47,11.37641822,5.21,687,12150,52702,41.1,6,2,0,0
281,1,debt_consolidation,0.1099,818.38,11.13225053,12.13,737,5400.041667,19596,43.8,0,0,0,0
282,0,all_other,0.1008,64.61,10.77895629,0,697,809,0,0,1,0,0,1
283,0,small_business,0.1878,913.63,11.73606902,18.59,697,15271,182893,69.7,2,0,0,0
284,0,major_purchase,0.16,175.79,11.51292546,22.22,672,4769.958333,37335,55.7,6,0,0,0
285,0,educational,0.1122,82.11,10.30895266,0.4,672,1590,174,9.2,7,1,0,0
286,0,debt_consolidation,0.1375,170.29,9.903487553,0,647,1230,0,0,1,1,0,1
287,1,educational,0.0859,110.64,9.472396897,0,727,6540,11717,32.6,2,0,0,1
288,0,debt_consolidation,0.1253,284.47,10.59663473,15.6,702,2250.041667,8690,84.4,4,0,0,0
289,0,credit_card,0.1159,198.12,10.81977828,6.5,682,2640,9797,54.4,4,0,0,0
290,1,debt_consolidation,0.1375,263.09,11.03811028,9.8,677,3089.958333,12231,81,3,0,0,1
291,0,all_other,0.1229,166.77,11.26446411,8.15,667,2819.041667,4476,59.7,6,1,0,1
292,0,debt_consolidation,0.145,258.16,11.91839057,26.27,697,5070,91148,95.4,2,0,0,0
293,1,debt_consolidation,0.1148,197.82,10.46253175,1.61,742,5369.958333,1926,6,4,3,0,1
294,1,credit_card,0.1114,475.68,10.49127422,21.8,712,10368.04167,23772,84,0,0,0,1
295,0,debt_consolidation,0.1501,350.17,10.55581274,21.81,657,3180.041667,7897,75.2,3,0,0,1
296,1,major_purchase,0.1392,102.42,11.04292184,4.63,667,7500.041667,900,19.6,2,0,0,1
297,1,major_purchase,0.1422,137.14,12.4292162,14.91,677,5156,8847,36.9,1,0,0,0
298,0,all_other,0.1071,195.61,10.55581274,12.28,687,2550,364,28,5,0,0,0
299,0,debt_consolidation,0.1178,165.55,9.998615898,2.07,702,3720.041667,1312,17,4,0,0,0
300,0,all_other,0.1411,171.15,10.6454249,13.71,692,4650.041667,1064,11.1,5,1,1,0
301,0,small_business,0.1122,591.18,12.27373129,11.61,692,1470,921,14.6,16,0,0,0
302,0,major_purchase,0.1261,46.91,9.740968623,20.4,672,990,3368,42.1,6,0,0,0
303,0,credit_card,0.1324,404.03,12.20607265,21.31,697,5879.958333,152416,80.1,0,0,0,0
304,1,debt_consolidation,0.1273,738.46,10.51867319,12.16,722,4740,13871,70.1,0,0,0,0
305,0,debt_consolidation,0.1411,342.29,11.28983191,9.34,692,4860.041667,30585,79.6,4,0,0,0
306,0,debt_consolidation,0.1261,228.69,11.14186178,23.62,712,7440.041667,92929,97.7,0,0,0,0
307,1,major_purchase,0.1114,492.06,11.04292184,9.35,767,5370.041667,19639,39.1,2,0,0,1
308,0,small_business,0.1913,918.02,11.14908203,17.56,802,12344,190050,8,3,0,0,1
309,1,all_other,0.1062,97.68,10.46310334,8.91,692,6090.041667,12509,37.1,2,1,0,1
310,0,all_other,0.16,175.79,10.83368119,5.82,677,3029.958333,49082,0,0,0,0,1
311,0,home_improvement,0.1474,435.17,11.15625052,18.77,687,2130,2680,11.8,5,0,0,0
312,0,credit_card,0.1292,201.94,10.57131693,25.48,732,3611,13047,43.5,0,0,0,0
313,0,credit_card,0.1545,111.64,10.81977828,22.92,642,2550,8132,71.3,3,1,0,0
314,1,debt_consolidation,0.16,421.89,10.23995979,12.13,717,1890,12593,33.3,1,0,0,1
315,0,small_business,0.179,252.7,9.942708266,14.08,677,9451,30760,82.2,2,0,0,0
316,0,home_improvement,0.164,883.88,11.49272276,3.12,662,4590.041667,7005,38.9,9,0,1,1
317,1,educational,0.0832,251.88,10.62254611,17.6,797,6989.958333,7017,8.4,0,0,0,1
318,1,small_business,0.1126,200.47,12.00701176,15.02,762,7470.041667,141165,59.5,1,0,0,1
319,0,major_purchase,0.1357,254.77,11.04802877,3.38,692,6480,5963,37.5,5,0,0,0
320,0,credit_card,0.0945,192.06,11.08214255,0.92,712,3240,318,5.2,5,0,0,0
321,0,credit_card,0.1691,489.61,13.12236338,7.47,667,3600,168496,46.1,2,1,0,1
322,1,major_purchase,0.0976,321.55,10.08580911,2.7,717,5168,3717,16.1,3,1,0,1
323,0,debt_consolidation,0.1343,186.46,10.49127422,16.03,652,2159.958333,3132,97.9,4,0,0,0
324,1,debt_consolidation,0.1316,148.59,10.84894866,6.69,707,6419.958333,11374,68.1,1,1,0,1
325,0,all_other,0.1154,164.98,10.62132735,10.36,672,6839.958333,15301,46.8,7,1,0,0
326,1,all_other,0.1843,363.7,11.28978191,0.08,667,3540.041667,167,11.1,3,0,1,1
327,0,all_other,0.1122,229.91,11.58988651,21.97,692,6629.041667,7258,42.7,7,0,0,1
328,0,debt_consolidation,0.1565,314.88,10.08580911,10.35,662,2019.041667,7151,77.7,4,0,0,1
329,0,debt_consolidation,0.1287,807.2,11.56171563,19.06,717,6780.041667,156798,38.3,2,0,0,0
330,1,small_business,0.1474,552.59,10.81977828,18.53,672,4229.958333,3364,44.9,1,1,0,1
331,1,all_other,0.0751,155.55,10.75790288,12.77,747,3420.041667,7326,18.2,0,0,0,0
332,1,debt_consolidation,0.0894,327.25,10.3041411,19.29,747,8070,5822,64.7,1,0,0,1
333,0,all_other,0.1947,405.87,10.81985828,3.17,672,3810,409,40.9,8,0,0,1
334,0,debt_consolidation,0.1665,170.3,10.84801583,24.8,657,4892,30177,63.7,0,0,0,0
335,1,credit_card,0.0988,450.95,10.51867319,20.04,737,3871.041667,15460,60.6,0,0,0,0
336,1,all_other,0.1183,397.61,11.28978191,18.9,732,3660,11061,46.1,1,0,0,1
337,1,debt_consolidation,0.1311,212.6,12.04355372,24.52,687,3479.041667,11011,88.1,2,0,0,0
338,1,credit_card,0.1197,109.56,9.798127037,17.4,672,1169.958333,8562,32.9,3,0,0,1
339,1,all_other,0.1635,529.94,12.25486281,19.33,672,6029.958333,26388,94.2,1,0,1,1
340,0,debt_consolidation,0.1545,453.52,10.59663473,14.52,657,3810,8545,82.2,3,0,0,0
341,0,all_other,0.1028,113.39,12.10071213,10,687,3990,0,21.7,4,0,0,0
342,0,all_other,0.1148,276.94,11.47210347,15.16,727,2010,5293,29.9,4,0,0,1
343,0,credit_card,0.1545,191.88,10.73639668,21.23,647,4140,6397,96.9,0,1,0,0
344,0,credit_card,0.1861,759.27,11.51292546,18.89,652,2460.041667,66900,94,7,0,0,0
345,0,all_other,0.1459,137.86,10.08580911,1.15,732,1230.041667,972,11.3,5,0,0,0
346,0,debt_consolidation,0.0743,108.77,12.61153775,1,802,8593.958333,150786,17,0,0,0,0
347,0,all_other,0.1422,102.86,10.93310697,24.32,717,4230.041667,6725,98.9,5,0,0,0
348,0,all_other,0.1635,379.79,12.07254125,17.74,722,5850,71956,25.7,4,0,0,0
349,1,all_other,0.0951,640.76,11.28978191,0.22,767,8476,464,18.6,8,0,0,1
350,1,major_purchase,0.1355,155.37,11.06663836,13.5,697,7582,8399,41,2,0,0,1
351,0,educational,0.1482,41.5,8.699514748,3,637,900.0416667,932,66.6,1,1,0,0
352,1,home_improvement,0.1099,491.03,11.22524339,1.36,722,7530.041667,4402,9.3,1,1,0,0
353,1,debt_consolidation,0.0894,158.86,10.96127785,14.33,727,7020.041667,2530,5.2,0,1,0,1
354,1,all_other,0.1158,825.34,11.1844214,5.88,752,3480,8898,29.1,1,0,0,1
355,0,all_other,0.1316,185.74,9.952277717,19.2,677,10898,9369,76.2,4,0,0,0
356,0,all_other,0.1221,239.87,10.34174248,0.46,722,3510,495,8.2,5,1,0,0
357,1,debt_consolidation,0.1461,120.67,9.852867716,5.24,662,3360.041667,1418,28.9,2,0,0,1
358,1,debt_consolidation,0.1461,206.86,10.30895266,16.2,682,1769.958333,16626,91.9,2,0,0,1
359,0,credit_card,0.1253,836.66,11.42954386,18.43,727,3180,40918,35.5,4,0,0,0
360,0,all_other,0.1704,713.49,12.86099861,6.18,667,7650,162716,73.7,1,0,0,0
361,0,all_other,0.1311,101.24,10.96819829,8.23,687,2790.041667,1514,13.8,5,0,0,0
362,0,major_purchase,0.1028,518.39,11.28978191,0.62,712,630,1539,10.3,1,0,0,0
363,0,all_other,0.1411,85.58,10.25765937,7.37,732,779.9583333,0,0,0,0,0,0
364,0,credit_card,0.1645,176.89,10.73639668,10.75,672,1410,6284,37.9,6,0,0,0
365,0,all_other,0.1064,50.49,10.30895266,15.6,697,6389.958333,1085,11.4,11,1,0,0
366,0,all_other,0.1122,164.23,10.23995979,3.51,672,1139,0,56.2,4,1,0,0
367,1,debt_consolidation,0.1083,440.89,11.26446411,11.52,717,4319.958333,12266,41.2,1,0,0,1
368,0,credit_card,0.1324,114.96,10.30895266,23.44,687,990,3451,30.3,2,0,0,0
369,0,debt_consolidation,0.1141,230.54,10.42228135,17.04,682,2310.041667,7291,98.5,6,0,0,0
370,1,credit_card,0.1913,918.02,11.90496755,18.54,662,4890,46031,77.4,1,1,0,1
371,0,debt_consolidation,0.1362,84.99,10.08580911,10.65,647,11190.04167,3257,59.2,0,0,0,0
372,1,credit_card,0.1241,160.38,11.05089001,13.81,672,2880,5034,45.4,3,1,1,1
373,0,all_other,0.1312,202.52,11.00209984,1.02,652,539,1328,41.5,3,0,0,0
374,0,debt_consolidation,0.1551,418.99,10.59663473,2.4,642,2490,4340,85.1,3,0,0,0
375,0,credit_card,0.0996,80.63,9.798127037,2.33,692,928.9583333,2937,43.3,1,0,0,1
376,1,all_other,0.1442,51.58,11.00209984,12.04,667,3719.958333,2287,47.6,1,0,0,1
377,0,small_business,0.1501,403.07,10.38899537,0.74,647,238.9583333,381,63.5,4,0,0,0
378,1,debt_consolidation,0.1568,525.03,11.35050065,22.16,672,2970,24143,59.5,1,0,0,1
379,0,debt_consolidation,0.1039,629.55,10.46310334,12.72,727,4529.041667,35403,49.9,0,0,0,0
380,1,debt_consolidation,0.1253,401.6,10.87812266,16.26,717,2730,7464,41.2,2,0,0,1
381,0,educational,0.1704,120.41,10.1266311,22.75,677,1770,5521,54.7,8,0,0,0
382,1,all_other,0.1367,136.08,9.61580548,14,662,3000.041667,5617,87.8,0,0,0,1
383,1,small_business,0.16,703.15,11.60823564,18.13,717,10740,22784,82,0,0,0,1
384,1,debt_consolidation,0.1322,255.2,10.49949037,13.49,682,2729.958333,13847,74.4,0,0,0,1
385,1,home_improvement,0.1322,169.01,11.60823564,15.4,692,3842.041667,53761,92.1,2,0,0,1
386,0,debt_consolidation,0.1565,419.84,11.35040654,23.89,692,6000.041667,203525,74.2,0,0,0,0
387,0,all_other,0.1438,227.66,10.71441777,18.32,647,1140.041667,6367,80.6,0,0,0,0
388,0,credit_card,0.1336,541.89,11.91839057,24.55,682,7290,146579,85.4,3,0,0,1
389,1,debt_consolidation,0.0774,280.97,10.42263843,15.1,782,10770.04167,8880,17,0,0,0,1
390,0,debt_consolidation,0.1292,156.5,11.34398597,18.1,667,3750,133,11.1,6,2,0,0
391,1,debt_consolidation,0.0976,144.7,10.90227951,4.24,707,1499.958333,3818,61.6,0,0,0,1
392,0,debt_consolidation,0.1754,224.52,10.46310334,19.85,657,5460,17659,58.7,9,0,0,1
393,0,all_other,0.1186,49.72,10.23995979,14.31,667,539.9583333,0,0,1,1,0,0
394,0,educational,0.1442,111.75,11.0806029,24.73,682,4289.958333,3777,16.2,7,0,0,0
395,1,small_business,0.1505,477.01,10.30895266,17.96,687,1441,5269,15.1,3,0,0,1
396,0,debt_consolidation,0.1704,535.12,11.40756495,20.44,662,6060.958333,8086,68.9,5,0,0,0
397,0,debt_consolidation,0.1028,129.6,9.893437217,5.82,682,539.9583333,7276,35.1,4,0,0,0
398,0,all_other,0.1913,110.17,9.980448594,5.33,672,1890,146,73,9,0,0,0
399,0,small_business,0.2011,735.06,13.30468493,14.39,672,7620,952013,99,6,0,0,0
400,1,home_improvement,0.1095,588.85,10.89302875,6.69,797,3690,77,0.7,0,0,0,1
401,0,home_improvement,0.0964,320.99,9.998797732,18.55,722,540,63,4.2,2,0,0,0
402,0,all_other,0.1159,231.14,11.06676335,10.63,687,3149.958333,5260,24.2,10,0,0,1
403,1,debt_consolidation,0.167,213.01,10.76848499,0.76,662,3330,981,89.2,0,0,0,1
404,1,debt_consolidation,0.1645,566.04,11.26446411,14.74,667,2730.041667,3745,89.2,3,0,0,0
405,1,all_other,0.1311,506.18,11.23848862,11.92,697,5430.041667,14383,44.9,0,0,0,0
406,0,major_purchase,0.2011,91.19,9.305650552,3.16,667,570,242,9.7,6,0,0,0
407,1,educational,0.1114,275.57,11.3736634,11.88,702,4110.041667,24216,73.8,3,0,0,1
408,0,debt_consolidation,0.1311,236.22,10.85707407,13.11,687,3270,8076,36.1,4,0,0,0
409,0,credit_card,0.167,511.22,10.91508846,16.97,712,3196.041667,16553,22.4,9,0,0,0
410,0,debt_consolidation,0.1392,409.65,11.88448902,23.26,707,5700.041667,141967,95.5,1,0,0,0
411,0,debt_consolidation,0.1533,696.57,11.80559508,17.21,682,2790.041667,38578,86.9,4,0,0,0
412,1,all_other,0.0988,289.9,10.62132735,10.6,732,7740,11250,17.9,2,1,0,0
413,1,credit_card,0.1062,130.24,10.22194128,5.76,707,3630,4423,40.2,1,0,0,1
414,0,debt_consolidation,0.1392,273.1,10.50506754,7.33,722,6900,49084,98.4,1,0,0,0
415,0,home_improvement,0.1312,135.01,10.37349118,7.91,652,5609.958333,9129,73.3,3,0,1,0
416,1,debt_consolidation,0.0788,156.41,10.62132735,14.84,722,3390.041667,1451,31.5,0,0,0,1
417,0,debt_consolidation,0.128,67.2,9.903487553,2.58,652,1830,1123,23.1,4,2,0,1
418,1,small_business,0.1565,874.66,11.5228758,9.01,737,5039.958333,52307,62.6,3,0,0,1
419,0,debt_consolidation,0.1461,549.88,10.79507567,21.45,687,10252,19469,34.3,5,0,0,0
420,0,debt_consolidation,0.1442,515.74,11.77535127,12.82,697,4139.958333,20761,71.1,5,0,0,0
421,0,debt_consolidation,0.1583,526.1,11.00209984,17.28,657,5400,11096,92.2,2,0,1,1
422,0,home_improvement,0.1766,163.72,10.81977828,24.46,647,5790,16723,70.6,0,0,0,0
423,0,educational,0.1821,507.62,11.2708539,16.45,662,4531.041667,95801,82.8,7,0,0,1
424,0,debt_consolidation,0.1513,451.48,11.26446411,29.28,717,3330,61057,80.7,3,0,0,0
425,1,credit_card,0.1533,348.29,11.33413367,19.23,677,5910,18533,90.4,0,0,0,0
426,1,debt_consolidation,0.1229,490.29,10.52406404,21.94,702,1950.041667,14694,43.1,2,0,0,1
427,1,educational,0.08,297.7,10.91508846,3.53,787,14159.95833,7171,10.7,2,0,0,1
428,0,debt_consolidation,0.16,275.99,10.42228135,17.18,662,1500,4339,11.6,4,0,0,0
429,0,debt_consolidation,0.147,276.15,10.87426647,18.52,647,3699,20383,67.9,2,0,0,0
430,1,all_other,0.1273,268.53,10.46310334,5.11,717,3030.041667,3878,38.8,0,0,0,1
431,1,all_other,0.0705,587.1,10.89673933,7,752,4682,2606,57.9,0,0,0,1
432,0,all_other,0.1695,178.14,10.16585182,2.91,667,1290.041667,8136,36.5,7,0,0,0
433,0,all_other,0.1348,468.16,10.97287698,15.16,702,3180.041667,14466,50.2,5,0,0,0
434,1,debt_consolidation,0.1379,408.91,10.79949394,18.64,682,4350,46817,92.3,1,0,1,1
435,1,credit_card,0.1426,483.72,10.858999,20.91,722,6360.041667,42613,98.4,1,0,0,1
436,1,home_improvement,0.1062,651.2,11.77528973,15.98,787,12570.04167,4641,18.1,5,0,0,0
437,1,all_other,0.1474,51.81,10.5454467,1.04,667,2130,1781,59.4,3,0,0,1
438,0,all_other,0.1191,232.2,12.56024446,4.33,682,2250,20205,1.2,6,0,0,1
439,0,credit_card,0.1387,272.92,11.28978191,11.1,657,8069.958333,9034,64.5,0,0,0,0
440,0,educational,0.1091,326.97,10.66895539,4.19,682,630,58,7.2,1,0,0,1
441,0,all_other,0.1261,73.72,10.59663473,10.53,667,3570,4832,25,5,1,0,0
442,1,debt_consolidation,0.1273,251.75,10.71441777,17.28,692,2400.041667,6292,71.5,0,0,0,0
443,0,credit_card,0.1482,121.03,10.66895539,20.76,657,3600,9366,85.1,0,0,0,0
444,0,home_improvement,0.1632,127.13,9.798127037,1.13,702,690,707,17.7,0,0,0,0
445,0,debt_consolidation,0.1482,259.33,10.40426284,15.38,652,4319.041667,4474,71,2,1,0,0
446,0,all_other,0.1229,80.05,9.169518377,0,662,539.0416667,0,0,5,0,0,0
447,1,major_purchase,0.1459,861.63,10.77895629,3.95,717,2430.041667,0,0,2,0,0,1
448,0,credit_card,0.1418,342.66,11.41861479,12.99,657,3065.958333,7053,44.1,0,2,0,1
449,0,debt_consolidation,0.16,351.58,11.32659589,16.99,677,5730.041667,4723,94.5,6,0,0,1
450,0,debt_consolidation,0.1166,247.9,11.05089001,17.5,682,3540,2535,19.1,6,0,0,0
451,0,debt_consolidation,0.1766,807.8,12.04355372,26.97,682,9599.958333,119451,95,0,0,0,0
452,0,debt_consolidation,0.1513,416.75,11.19821472,15.73,652,5490,22917,38.6,3,1,0,0
453,0,credit_card,0.1411,82.15,10.858999,11.28,677,1559.958333,7718,65.4,4,0,0,0
454,1,credit_card,0.1633,264.91,10.81977828,10.8,667,5249.958333,0,86.3,0,0,0,1
455,1,debt_consolidation,0.1316,202.63,10.49127422,23.77,692,4440,6581,39.6,1,0,0,1
456,0,debt_consolidation,0.1628,564.73,10.91871823,7.96,652,3929,13614,70.9,3,0,0,0
457,1,major_purchase,0.0775,312.22,10.08580911,0,787,3809.041667,5028,12.1,0,0,0,1
458,0,small_business,0.16,84.38,11.15625052,0.93,702,721,2024,14.6,1,0,0,0
459,0,all_other,0.1568,210.01,11.40756495,8.28,667,3719.958333,13841,44.9,5,1,0,0
460,0,all_other,0.1141,98.8,9.472704636,10.43,672,959.0416667,474,11.8,0,0,0,0
461,1,small_business,0.2052,299.43,10.30895266,8.12,677,1522,7327,86.2,2,0,0,1
462,1,small_business,0.183,907.6,12.7367009,11.99,752,5190,5011,5.5,7,0,0,0
463,1,debt_consolidation,0.1136,246.84,11.03488966,14.83,707,3030,0,26.32,0,0,0,0
464,1,all_other,0.1459,199.9,11.22524339,1.86,707,1230.041667,4372,48,0,0,0,0
465,1,major_purchase,0.1461,310.28,10.30895266,15.44,677,3690,3971,58.4,0,0,0,1
466,0,all_other,0.1513,243.11,11.53272809,5.93,642,2501.041667,16914,55.2,3,0,0,0
467,0,debt_consolidation,0.0945,115.24,11.40756495,10.43,717,7260,13544,48.9,4,0,1,0
468,0,credit_card,0.1114,262.45,12.61153775,17.54,732,5130,255001,91.8,4,0,0,0
469,0,debt_consolidation,0.0963,208.62,10.82774645,14.81,737,3840,3633,9.1,4,0,0,0
470,0,debt_consolidation,0.1392,853.43,11.26446411,16.28,732,4740,37879,57,6,0,0,1
471,0,all_other,0.1861,291.68,12.30138283,6.87,647,4049.958333,378,5,0,11,1,0
472,0,major_purchase,0.1229,770.46,10.858999,17.03,707,2579.958333,15455,22.4,11,0,0,1
473,1,home_improvement,0.167,710.03,11.26446411,24.6,677,1748.958333,0,49.63,1,0,0,1
474,0,all_other,0.1229,40.03,10.23995979,7.64,662,1020,2391,99.6,0,0,0,0
475,1,debt_consolidation,0.0976,321.55,10.49824983,8.11,717,4139.958333,6179,11.2,2,0,0,1
476,0,small_business,0.087,316.61,10.49127422,0.6,727,570.0416667,596,29.8,0,0,0,0
477,0,all_other,0.0737,279.41,10.71441777,15.95,737,5071,4964,47.7,4,0,0,0
478,1,all_other,0.1189,198.99,11.3736634,19.38,727,5609.958333,42987,89,1,0,0,1
479,1,small_business,0.1078,365.51,11.28978191,7.56,697,4980.041667,18316,81,1,1,0,1
480,1,credit_card,0.0894,190.63,10.20359214,17.73,757,4619.958333,20873,28.4,2,0,0,1
481,1,debt_consolidation,0.1183,265.08,10.81154448,10.79,707,4320,2843,26.1,2,1,0,1
482,0,debt_consolidation,0.1488,207.64,10.62132735,15.75,642,2279.041667,11638,73.7,4,1,0,0
483,1,major_purchase,0.1114,393.65,10.20359214,17.82,742,3720,21312,29.2,0,0,0,1
484,1,major_purchase,0.1287,235.44,11.00209984,5.94,722,5759.958333,256,2,0,0,0,1
485,0,small_business,0.1505,329.57,11.69524702,7.3,672,3150,3951,16.5,4,0,0,0
486,0,debt_consolidation,0.1355,169.8,11.03488966,4.88,652,6300,3341,19.8,3,1,0,0
487,1,debt_consolidation,0.1379,340.76,10.59663473,21.63,682,7380.041667,15615,87.7,3,0,1,1
488,1,home_improvement,0.0832,149.55,10.6454249,5.49,747,13259.95833,398,1.2,3,2,0,1
489,1,all_other,0.16,70.32,10.08580911,2.55,667,3509.958333,0,63,0,0,0,1
490,0,credit_card,0.1475,202.08,10.46321762,25.09,687,1977.958333,5748,25.4,0,0,0,0
491,0,debt_consolidation,0.1754,705.87,10.71441777,25.63,667,2670,35460,86.7,19,0,0,0
492,1,debt_consolidation,0.1505,346.92,10.71441777,11.92,667,4020,29482,80.3,1,0,0,1
493,0,debt_consolidation,0.1183,314.78,10.91508846,13.7,732,5880,14676,61.7,4,0,0,0
494,0,educational,0.1407,171.06,9.472704636,13.38,642,810,5908,34.8,2,0,0,0
495,1,debt_consolidation,0.1158,330.14,11.8493977,8.32,727,4890.041667,44128,42,1,0,0,1
496,0,debt_consolidation,0.128,201.6,10.95080655,15.2,667,6449.958333,13622,79.7,4,2,1,0
497,0,credit_card,0.1284,141.2,10.73639668,18.37,702,1889.958333,2215,41.8,5,0,0,0
498,0,debt_consolidation,0.1393,273.15,10.20359214,11.02,652,2632,2359,57.5,0,2,0,0
499,0,credit_card,0.1292,269.25,11.34568955,27.45,737,5609.041667,47593,62.4,1,0,0,0
500,0,debt_consolidation,0.1886,274.39,11.31447453,27.26,652,3543.958333,22515,95.8,3,0,0,0
501,0,home_improvement,0.1387,255.86,11.04764666,24.59,687,3089.958333,29828,83.6,7,0,0,0
502,1,major_purchase,0.1183,165.67,11.39526742,5.66,702,5970,8950,31.1,2,0,0,1
503,1,all_other,0.1183,99.41,11.29476946,23.67,697,7380.041667,17829,66.3,3,0,0,1
504,1,debt_consolidation,0.1253,669.33,11.98292909,21.17,717,5490,78024,66.5,2,0,0,1
505,1,credit_card,0.1158,660.27,11.49935378,3.93,752,4229.958333,9873,9.2,1,0,0,1
506,0,all_other,0.1531,121.86,11.55218464,19.19,662,5940,15357,76,5,1,0,0
507,0,debt_consolidation,0.2017,745.01,12.3883942,6.46,697,4199.958333,29182,97.9,9,0,0,0
508,1,all_other,0.0963,288.85,11.35045359,7.19,757,2759.958333,11,0.1,1,0,0,1
509,1,all_other,0.1253,83.67,9.639522007,20.63,697,1560,1163,14.7,1,1,0,1
510,1,all_other,0.1229,166.77,10.6454249,21.66,682,2910,489,27.2,1,0,0,1
511,0,all_other,0.1438,89.35,10.6454249,16.91,642,5549,4139,52.4,18,4,1,1
512,0,debt_consolidation,0.1229,280.17,11.04292184,14.65,677,2490.041667,6978,64,5,0,0,0
513,0,home_improvement,0.1253,803.19,11.55022125,3.79,727,2610,10293,19,4,0,0,1
514,0,debt_consolidation,0.1947,295.18,10.76896908,18.18,667,7920.041667,11537,98.6,5,0,1,1
515,1,small_business,0.0932,278.74,10.858999,16.59,757,5520,43232,41.1,0,0,0,1
516,1,all_other,0.1496,164.57,10.16277015,22.36,662,2850,275,3.2,3,1,0,1
517,0,all_other,0.0976,80.39,10.43998092,2.63,702,4589.041667,2399,96,0,0,0,0
518,0,debt_consolidation,0.1221,399.78,10.81977828,24.74,737,15089.95833,49025,33.7,0,0,0,0
519,1,debt_consolidation,0.1253,284.47,10.66895539,9.27,687,2850,3294,18.7,3,1,0,1
520,0,small_business,0.1982,926.83,11.60823564,16.2,737,12209.95833,144217,12,0,1,0,1
521,1,major_purchase,0.1186,530.36,11.36674295,15.1,682,3900,348,4.8,0,0,0,1
522,0,all_other,0.1461,110.33,10.24131601,21.19,677,3239.958333,1813,34.2,6,0,0,0
523,1,educational,0.1028,29.16,9.392661929,16.7,687,2069,3084,65.6,3,0,0,1
524,0,credit_card,0.1312,202.51,9.392661929,4.4,657,898.9583333,5251,49.3,9,0,0,0
525,1,credit_card,0.1025,582.93,11.03488966,6.85,757,3842.041667,8793,24.1,4,0,0,1
526,0,all_other,0.1442,275.07,11.06272446,5.65,707,2400.041667,3606,43.4,6,0,0,0
527,0,debt_consolidation,0.1287,840.83,10.73639668,17.82,727,10919.95833,50728,88.4,2,0,0,0
528,1,all_other,0.1273,503.5,10.08580911,10.9,722,1590.041667,9156,34.3,1,0,0,1
529,1,all_other,0.1136,279.75,10.69194491,17.13,697,2280,12430,46.6,1,0,0,0
530,0,debt_consolidation,0.1134,119.27,10.77895629,13,687,5519.958333,82141,91.8,3,0,0,1
531,1,credit_card,0.1442,481.36,10.88556602,17,687,1830,6309,70.1,0,0,0,1
532,0,debt_consolidation,0.1387,204.69,11.22524339,25.84,702,3248,30509,69.2,0,0,0,0
533,1,all_other,0.1253,267.73,10.4341158,21.85,687,2084,12806,38.6,1,0,0,1
534,1,all_other,0.1385,511.56,11.20357022,16.24,707,6240,14153,95.6,1,0,0,1
535,0,debt_consolidation,0.1148,428.59,11.22524339,15.44,732,7170,74932,34.6,0,0,0,0
536,0,debt_consolidation,0.1601,263.72,11.51292546,19.58,642,5520,25366,77.1,0,2,0,1
537,1,debt_consolidation,0.1126,709.85,11.40756495,7.91,752,4800,16249,72.5,1,0,0,1
538,0,debt_consolidation,0.1312,230.36,11.41861479,9.63,692,2489.958333,5537,79.1,6,0,0,0
539,1,all_other,0.1183,198.81,11.00209984,18.82,717,5040,15638,93.1,1,0,0,1
540,0,small_business,0.1253,240.96,10.81977828,0.6,717,5010,1306,14.4,5,0,0,0
541,0,debt_consolidation,0.1568,700.04,11.87756858,12.61,737,5310.041667,116893,62.4,8,0,0,0
542,1,small_business,0.1947,184.49,10.46310334,1.78,667,7619.958333,4198,44.2,0,1,0,1
543,0,credit_card,0.1482,414.93,11.23434848,10.24,652,1889.958333,19512,38.3,1,1,0,0
544,0,debt_consolidation,0.1695,534.41,11.48600638,5.02,677,780.0416667,1513,30.9,1,0,0,0
545,0,small_business,0.1809,723.91,11.18731997,24.13,692,3750,2162,47,5,0,1,1
546,0,debt_consolidation,0.1709,211.51,10.81977828,26.52,657,7470.041667,18941,98.7,1,0,0,1
547,1,debt_consolidation,0.1379,265.79,10.4341158,21.18,672,4229.958333,4601,32,2,0,0,1
